證券代碼,簡稱,年月,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值
2423,固緯,201403  ,0.32,2.06,2.06,47.81,6.46,11.9,8.15,5.43,115.63,8.15,41.35,-2.68,15.47,-0.14,3.6,0.23,0.46,2.72,23.88,35.84,4.73,4.73,4.99,2.44,9.86,0.12,235.83,125.65,66.86,33.14,49.56,226.34,2.5,4.6,871048,60.24,3.91,0.66,7464,248.54,1.01,2.25,1.42,1.27,2683144
2365,昆盈,201403  ,0.1,0.67,0.54,19.01,1.64,2.42,1.58,0.77,109.47,1.28,17.36,-1.16,15.31,-0.07,6.58,0.11,0.16,1.36,237.45,36.58,19.09,13.52,36.2,-7.22,1.6,-0.15,273.09,195.21,70.75,29.25,41.34,507.73,1.08,1.59,2923137,54.64,5.58,1.13,-28776,75.01,1.7,8.3,0.99,0.5,4391080
2367,燿華,201403  ,-0.1,-0.62,-0.58,8.49,-4.32,-2.21,-2.2,2.11,66.27,-2.06,12.81,3.2,16.57,0.26,4.76,-0.21,-0.1,-9.65,15.54,-3385.13,-8760.44,-8760.44,-2601.49,-1.57,2.34,-0.23,121.89,93.24,53.86,46.14,85.67,121.24,-2.05,-1.05,1023909,44.54,3.27,0.6,187462,90.05,1.14,1.06,0.75,0.54,7000151
2368,金像電,201403  ,-0.41,-3.66,-2.54,7.51,-3.5,-6.3,-5.65,-2.8,74.12,-3.93,10.14,0.12,11.31,0.03,7.25,-0.25,-0.46,5.75,59.2,30.13,43.65,43.65,52.78,0.13,-4.7,0.78,99.36,73.04,28.47,71.53,251.22,109.64,-2.51,-4.51,-73109,120.95,3.02,0.73,56049,90.78,2.59,1.7,0.72,0.25,4536243
2397,友通,201403  ,0.66,2.64,2.75,31.02,12.32,13.98,11.66,1.66,165.88,12.18,18.7,2.03,25.48,0.09,5.77,0.71,0.79,36.01,83.97,30.57,33.25,33.25,49.17,4.56,3.3,0.55,636.35,524.93,83.37,16.63,19.95,1937.64,6.99,7.94,2628943,31.24,6.56,0.75,-546,95.76,0.9,17.16,1.66,1.95,4851948
2399,映泰,201403  ,0.32,2.17,2.14,10.39,2.41,5.42,4.54,3.02,130.14,4.48,7.98,2.93,14.93,0.21,7.04,0.17,0.38,8.09,10.88,0.61,0.68,0.68,1.55,3.91,1.55,0.05,267.45,214.48,65.91,34.09,51.73,2073.68,1.69,3.82,2156464,69.19,4.33,1.27,-10664,50.68,1.91,38.47,0.84,0.47,2226250
2402,毅嘉,201403  ,0.62,3.07,3.55,15.67,9.97,9.53,7.41,-0.44,274.95,8.57,5.7,11.1,20.68,1.58,8.17,0.81,0.8,53.74,7339.73,1255.83,975.36,975.36,1109.26,15.3,8.68,1.73,147.62,128.29,59.19,40.81,68.94,190.58,8.36,7.99,2249448,60.84,3.26,1,-35543,51.19,1.66,3.12,1.14,0.74,7836215
2404,漢唐,201403  ,0.78,3.62,3.63,23.22,13.86,16.74,14.1,2.88,247.96,14.13,9.37,5.16,23.21,1.15,5.85,0.81,0.98,-54.82,-16.91,-11.48,-8.65,-8.65,-7.54,-8.13,14.38,-0.17,158.95,133.2,49.77,50.23,100.94,922.38,8.08,9.76,3127632,9.45,7.75,0.49,503607,-108.38,1.03,9.23,1.65,0.93,9112412
2405,浩鑫,201403  ,-0.34,-2.63,1.03,16.62,1.82,-5.38,-5.31,-7.2,111.91,2.07,14.85,-7.54,12.53,-0.73,6.26,0.11,-0.33,-31.19,21.23,-595.32,-573.91,-573.91,93.82,7.55,10.54,-1.39,204.66,159.15,55.66,44.34,79.65,757.03,1.11,-3.27,3521491,114.11,1.93,1.02,-141785,119.26,1.98,14.72,1.02,0.29,4417001
2406,國碩,201403  ,0.88,6.18,4.04,14.04,8.34,15.05,13.37,6.7,246.52,8.75,5.69,-5.47,18.24,-0.61,10.15,0.85,1.58,61.06,1852.1,2778.23,7562.7,7562.7,660.11,17.44,19.01,3.5,200.67,132.24,56.35,43.65,77.47,194.85,8.62,15.55,3341564,57.62,4.76,1,-837812,85.71,1.85,2.6,2.04,1.19,11233954
2408,南亞科,201403  ,0.26,52.31,52.35,39.86,33.84,58.3,51.92,24.46,661.52,58.33,6.03,10.03,0.67,0.3,4.85,1.64,0.28,31.69,253.89,840.6,1100.94,845.57,853.76,0.71,546.32,6.31,34.07,20.92,16.81,83.19,494.92,47.36,1.65,2.84,-46666274,74.96,7.71,0.5,-1534937,118.33,3.59,0.91,6.07,2.02,97042082
2412,中華電,201403  ,1.32,2.8,2.8,36.38,21.61,22.42,18.86,0.81,246.55,18.84,14.76,18.08,47.74,1.24,7.1,1.53,1.59,-2.77,5.89,6.76,8.02,8.02,7.8,0.07,-0.37,0.25,130.22,87.12,84.27,15.73,18.67,126.03,15.34,15.91,16075673,8.52,9.57,0.5,-1405484,22.17,0.59,0.73,1.96,3.21,726872690
2413,環科,201403  ,0.01,0.06,-0.58,14.98,0.01,1.28,0.11,1.27,100.1,-1.04,14.97,2.73,15.13,0.44,8.19,0,0.1,1.63,100.38,159.74,105.03,105.03,52.1,6.53,10.92,0.55,126.2,84.86,38.74,61.26,158.16,201.01,0.01,1.05,533252,89.59,4.26,0.85,-28335,116.2,2.24,2.9,1.2,0.55,2317934
2415,錩新,201403  ,0.31,1.85,1.89,23.41,9.23,8.43,6.12,-0.8,162.36,6.24,14.42,-8.35,15.79,-1.08,5.51,0.51,0.46,24.6,133.76,137.36,173.1,173.1,181.41,24.54,8.26,0.66,163.84,129.88,50.03,49.97,99.9,327.95,5.09,4.65,753548,32.12,8.95,0.63,18718,94.78,1.21,3.11,1.17,0.86,1686775
2417,圓剛,201403  ,-0.11,-0.47,-0.43,47.09,-5.78,-2.67,-3.03,3.11,89.07,-2.77,52.87,-0.01,17.56,0,3.31,-0.19,-0.09,132.14,-8.97,17.32,31.98,31.98,41.17,34.1,28.7,0.74,513.47,458.39,89.02,10.98,12.33,258.45,-1.82,-0.84,2411356,12.32,9.96,0.56,-811714,38.29,0.62,2.24,0.81,1.95,2793758
2420,新巨,201403  ,0.86,5.05,5.11,33.46,14.89,18.8,15.4,3.91,180.19,15.56,18.57,6.78,17.48,0.55,5.66,0.84,1.06,0.64,2.19,5.84,3.09,3.09,4.56,4.28,8.29,0.2,192.52,134.7,45.38,54.62,120.37,555.16,8.43,10.65,1146084,48.96,5.51,0.59,1294,59.88,1.31,4.18,3.05,2.33,8136138
2421,建準,201403  ,0.25,1.69,1.71,19.9,2.42,3.97,3.15,1.56,113.81,3.18,17.49,0.91,15.04,0.09,8.04,0.19,0.32,20.65,84.16,69.49,107.24,107.24,106.89,10.01,4.95,0.58,174.14,119.7,58.46,41.54,71.07,212.35,1.94,3.19,1883193,82.22,4.03,1.21,-24646,64.52,2.15,4.47,1.41,0.62,5307148
2383,台光電,201403  ,0.8,3.55,3.51,15.8,7.18,7,5.95,-0.18,183.33,5.88,8.62,12.72,22.79,2.6,13.26,0.95,0.94,1.19,30.77,31.42,32.13,32.13,28.22,5.11,7.24,0.54,143.3,115.31,49.03,50.97,103.95,157.75,9.62,9.38,2762906,101.36,3.01,1.15,-76389,68.59,2.38,3.3,1.22,0.51,8662344
2385,群光,201403  ,1.04,3.04,1.84,14.87,4.47,5.38,4.4,0.91,142.97,2.66,10.4,4.39,32.93,1.74,25.76,1.15,1.4,-1.47,-20.44,-27.48,-24.93,-24.93,-14.59,10,18.18,-0.38,137.3,100.38,48.39,51.61,106.64,212.82,11.04,13.29,9627651,100.95,3.91,1.33,1296914,48.8,2.76,5.74,2.53,0.73,54250959
2387,精元,201403  ,0.16,0.83,1.01,11.43,3.44,2.46,1.99,-0.98,143.03,2.42,7.99,-6.08,20.07,-0.92,9.3,0.32,0.23,16.55,-43.9,-54.03,-53.6,-53.6,-41.01,9.93,2.24,-0.23,174.44,129.57,56.98,43.02,75.5,193.54,3.13,2.24,3976438,93.38,2.41,0.93,467437,114.95,1.67,2.96,0.7,0.37,4965597
2388,威盛,201403  ,-0.85,-13.13,-15.01,28.71,-10.72,-24.05,-25.05,-13.34,72.82,-28.65,39.43,17.9,5.58,1.66,3.42,-0.37,-0.82,72.52,81.21,67.08,66.17,66.17,53.1,20.79,-12.13,8.16,102.58,79.23,28.79,71.21,247.37,240.95,-3.66,-8.22,118056,63.85,7.55,0.65,-441996,78.24,2.1,2.51,4.36,1.77,12011928
2390,云辰,201403  ,-0.1,-0.82,-0.8,29.86,-8,-7.03,-8.79,0.97,78.88,-8.55,37.86,1.28,12.26,0.06,1.15,-0.09,-0.08,30.53,58.6,-143.87,-163.34,-163.34,47.92,9.69,5.47,-1.61,137.74,65.84,70.02,29.98,42.82,397.96,-0.91,-0.8,368267,30.47,6.08,0.27,2893,330.14,0.37,1.39,1.97,5.55,5188802
2392,正崴,201403  ,0.5,0.86,0.88,9.61,1.19,1.29,1.02,0.1,114.19,1.04,8.42,0.13,49.81,0.07,46.42,0.55,0.61,-11.9,-43.42,-60.06,-60.53,-60.53,-61.49,2.99,8.05,-0.73,118.57,86.26,45.29,54.71,120.81,174.63,5.62,6.08,4927028,80.89,5.47,1.43,-233560,44.38,3.39,4.84,1.29,0.32,32608298
2393,億光,201403  ,1,2.45,2.25,25.65,7.78,8.46,6.63,0.68,143.5,6.08,17.88,10.88,37.88,2.39,14.59,1.13,1.26,24.48,44.51,68.42,84.84,84.84,70.65,3.41,10.07,0.52,181.18,137.72,55.49,44.51,80.21,228.48,11.45,12.45,7487733,55.07,3.68,0.75,2538060,43.09,1.48,2.7,2.04,1.26,32799501
2395,研華,201403  ,2.02,5.72,5.89,41.48,16.76,17.61,14.19,0.85,167.79,14.63,24.72,8.48,36.57,1.08,12.93,2.17,2.52,22.88,41.48,34.39,33.35,33.35,42.36,12.72,10.43,1.04,229.06,159.34,71.89,28.11,39.1,258.89,23.89,25.1,9376374,48.09,5.95,1.15,-301803,84.93,1.61,4.05,5.42,3.51,112861573
2428,興勤,201403  ,1.2,3.89,3.87,27.82,16.53,19.77,15.29,3.24,246.32,15.14,11.29,20.51,30.49,1.72,7.9,1.31,1.57,12.69,55.99,78.97,90.77,90.02,92.44,7.31,11.01,1.38,377.86,239.21,73.97,26.03,35.18,327.66,13.08,15.65,2958374,51.14,2.89,0.76,-89313,176.31,1.02,3.27,1.59,1.41,6169673
2429,銘旺科,201403  ,-0.74,-5.29,-5.29,-5.72,-13.09,-13.75,-13.75,-0.66,-77.69,-13.75,7.37,-3.79,13.62,-0.38,5.38,-0.7,-0.74,22.63,-621.02,-1035.52,-1035.52,-1035.52,-1035.52,22.16,67.06,-2.97,93.41,84.04,55.06,44.94,81.61,188.77,-7.05,-7.4,-24117,60.52,3.03,0.89,-39178,26.97,1.54,2.85,1.43,1.07,717600
2434,統懋,201403  ,2.2,31.09,-12.34,-58.01,-152.23,503.48,503.48,655.71,-72.32,-199.83,80.21,-45.3,8.08,-0.6,0.58,-0.88,2.2,-49.4,-293.02,1862.17,2077.24,2077.24,-684.76,5.6,17.02,21.18,538.44,380.04,69.43,30.57,44.04,222.83,-6.58,21.75,854112,37.73,1.39,0.16,-96181,521.19,0.25,0.39,0.87,2.5,1032990
2459,敦吉,201403  ,0.66,1.97,1.93,11.45,4.29,6.02,4.65,1.73,159.91,4.55,7.16,24.36,33.69,3.42,18.72,0.8,0.9,-21.63,-24.92,-17.47,-23.67,-23.67,6.5,-4.72,3.39,-0.32,246.1,215.89,66.71,33.29,49.9,219.56,6.42,9.02,2911145,45.12,3.81,1.07,-12613,55.41,1.69,3.35,0.88,0.33,4219628
2436,偉詮電,201403  ,0.25,2,0.01,23.29,-2.3,13.96,13.55,16.26,91.02,0.09,25.59,6.82,12.89,0.11,1.83,-0.04,0.26,3.59,-194.93,9.55,27.42,27.42,-98.04,4.26,4.02,0.35,876.37,789.43,86.89,13.11,15.09,1285.96,-0.42,2.56,2659639,26.53,3.15,0.51,-163358,115.02,0.59,7.18,2.61,4.04,7461180
2438,翔耀,201403  ,-0.16,-4.05,-3.89,-40.13,-129.17,-132.46,-110.76,-3.29,-45.07,-106.58,89.04,-13.68,3.97,-0.19,0.1,-0.12,-0.2,23.9,39.58,55.33,57.82,57.82,34.07,-2.02,-1.22,3.34,61.83,31.01,74.12,25.88,34.92,1767.24,-1.91,-1.96,-25635,13.37,5.05,0.11,-4273,106.96,0.15,2,1.22,6.9,235196
2462,良得電,201403  ,0.74,3.56,2.34,13.39,2.93,8.37,7.04,5.44,127.96,4.62,10.46,4.72,21.06,0.81,9.05,0.26,0.88,-9.07,-29.34,28.9,30.38,30.38,-15.91,9.39,15.04,0.43,205.01,170.65,51.43,48.57,94.42,635.76,2.87,8.22,1617206,99.47,2.28,0.97,-122268,119.82,2.02,10.99,1.48,0.69,3032406
2439,美律,201403  ,1.56,5.18,5.23,22.78,11.31,12.69,10.69,1.38,198.52,10.8,11.48,12.09,31.84,2.17,14.39,1.63,1.92,16.88,28.78,56.37,71.94,71.94,62.7,20.7,18.01,1.31,194.75,152.26,61.64,38.36,62.24,263.7,17.08,19.18,2992898,58.19,4.49,1.15,-37946,29.27,1.94,5.02,5.23,2.52,29339964
2440,太空梭,201403  ,-0.11,-1.34,0.1,7.46,-0.1,-2.11,-2.47,-2.01,98.73,0.19,7.56,-1.3,8.26,-0.1,4.54,0,-0.1,53.68,99.31,72.25,68.02,68.02,102.46,-0.8,-9.05,1.21,133.08,104.34,50.21,49.79,99.15,346.74,-0.04,-0.96,345912,78.21,3.65,1.12,4708,64.97,2.18,7.11,1.4,0.67,1613757
2466,冠西電,201403  ,-0.18,-1.7,-3.32,10.15,-15.52,-8.18,-10.67,7.35,39.53,-20.85,25.67,0.92,10.49,0.07,1.6,-0.25,-0.14,5.44,-63.73,3.21,7.05,7.05,-34.18,-1.71,-4.77,0.26,190.01,105.08,44.09,55.91,126.83,248.79,-2.62,-1.38,882618,79.17,2.37,0.28,-33780,413.5,0.64,1.03,3.49,3.69,5007136
2441,超豐,201403  ,0.91,4.13,4.17,26.76,23.18,24.12,21.26,0.94,747.15,21.46,3.58,50.51,22.49,1.54,4.28,0.99,1.03,16.51,87.6,78.49,80.77,80.77,81.95,12.72,11.1,1.7,458.12,410.1,87.13,12.87,14.77,204.79,9.92,10.32,6201219,23.2,4.41,0.67,236842,91.36,0.78,1.57,1.44,1.93,18373694
2442,新美齊,201403  ,0.15,1.31,-0.37,22.64,-1.9,14.53,12.69,16.43,92.24,-3.6,24.54,-16.24,11.57,-0.82,1.14,-0.02,0.17,29.8,9,-15.23,-13.83,-13.83,-28.83,66.1,6.6,-0.13,440.92,152.67,46.47,53.53,115.2,4030.82,-0.23,1.73,3008487,126.4,9.86,0.2,-1065683,1389.24,0.41,9.82,0.81,1.95,1643673
2471,資通,201403  ,0.27,1.73,0.23,25.32,-4.6,9.66,8.89,14.27,84.62,1.2,29.93,-12.12,15.72,-0.47,3.03,-0.14,0.29,-15.87,-128.15,-52.28,-46.31,-46.31,-92.69,-1.72,-3.18,-1.03,518.94,228.65,70.14,29.86,42.56,12130.7,-1.39,2.93,760058,16.97,4.47,0.54,-719,36.53,0.78,89.56,1.2,1.48,890719
2443,億麗,201403  ,-0.07,-0.27,-0.26,26.22,-16.34,-8.68,-7.26,7.65,61.61,-6.83,42.55,129.82,14.97,1.19,0.65,-0.11,-0.06,-16.2,62.27,82.12,85.05,85.05,86,20.6,54.78,1.19,1484.4,1412.02,91,9,9.89,409.47,-1.06,-0.56,1856620,2.61,7.68,0.14,-68612,54.64,0.15,0.61,0.7,3.07,1529714
2424,隴華,201403  ,-0.45,-2.58,-3.55,47.68,-16.14,37.8,-121.98,53.95,74.7,-167.51,63.82,-24.25,17.3,-0.26,0.37,-0.06,0.14,-41.65,31.32,453.19,-1039.68,-1039.68,-1465.1,50.35,64.49,-2.43,1364.32,1273.38,93.91,6.09,6.48,17173.1,-0.6,1.4,398792,5.01,28.25,0.08,-6659,231.55,0.08,14.23,2.42,2.81,1255500
2425,承啟,201403  ,1.08,7.08,7.02,5.72,4.57,5.23,5.23,0.66,497.9,5.18,1.15,-12.78,15.75,-2.04,17.81,0.81,1.08,71.48,43.62,29.25,29.21,29.21,28,79.82,28.98,0.88,186.15,132.86,49.6,50.4,101.62,870.33,9.42,10.78,1301724,168.41,4.64,2.74,4755,73.96,5.41,45.06,3.25,0.7,4838656
2444,兆勁,201403  ,0.17,2.57,2.5,16.84,4.11,6.56,6.56,2.45,132.28,6.39,12.73,1.64,6.7,0.08,4.09,0.17,0.17,7.79,1132.02,304.9,304.9,304.9,327.9,-12.23,-16.04,0.93,131.64,87.97,58.61,41.39,70.61,186.26,1.06,1.7,201961,62.95,4.09,0.92,30756,90.29,1.57,2.86,1.72,0.99,1553179
2449,京元電子,201403  ,0.36,1.96,1.97,27.25,14.52,14.95,12.21,0.43,214.11,12.24,12.73,30.19,18.6,1.35,2.96,0.43,0.44,4.36,20.15,16.35,20.22,20.22,14.74,4.17,3.41,-0.11,269.19,259.13,58.56,41.44,70.77,155.82,4.3,4.42,8966039,16.44,4.08,0.38,710866,83.49,0.64,0.7,1.36,2.03,30109161
2426,鼎元,201403  ,0.23,3.33,3.35,11.92,5.98,6.63,6.63,0.64,200.71,6.66,5.94,7.06,7.18,0.38,5.49,0.33,0.24,68.08,165.68,170.81,168.93,168.93,191.16,-15.12,-18.68,3.35,163.37,117.13,48.36,51.64,106.78,243.12,2.15,2.38,1224261,83.47,3.53,0.96,-12783,95.23,2.01,3.61,1.54,0.84,3935085
2427,三商電,201403  ,0.02,0.17,0.09,33.45,-0.58,1.41,0.86,1.99,98.3,0.48,34.02,-8.31,11.05,-0.25,2.18,-0.01,0.03,-34.89,41.86,295.94,612.11,612.11,378.76,-1.69,-0.09,0.11,328.18,156.85,72.1,27.9,38.7,370.89,-0.12,0.3,1279031,57.2,3.42,0.53,8405,287.75,0.77,2.85,0.96,0.99,1988781
2450,神腦,201403  ,0.71,2.93,2.94,13.62,1.25,2.01,1.73,0.75,110.39,1.74,12.34,5.12,24.54,0.97,40.87,0.51,0.82,-4.94,-77.37,-67.5,-66.49,-66.49,-66.31,0.46,5.09,-3.3,181.72,79.95,56.11,43.89,78.22,476.15,5.13,8.2,3976932,98.53,21.72,3.87,55810,31.87,6.77,31.46,3.42,0.51,21667343
2451,創見,201403  ,2.09,4.44,4.42,19.53,13.36,15.04,13.26,1.68,316.72,13.21,6.17,-12.29,48.22,-1.01,15.77,2.11,2.37,-3.64,-1.5,2.02,3.58,3.58,7.17,0.57,2.04,0.14,574.26,405.18,83.87,16.13,19.24,633.41,21.08,23.73,16808218,42.02,9.9,1.11,2191,87.95,1.34,8.22,2.05,1.65,42645339
2453,凌群,201403  ,0.12,0.52,0.48,21.74,0.58,1.19,0.99,0.61,102.74,0.92,21.16,38.97,17.06,3.48,9.01,0.05,0.11,-7.78,1604.03,-21.02,-9.5,-9.5,-21.84,2.24,3.49,-0.02,230.96,169.02,62.48,37.52,60.06,382,0.52,1.07,1169209,57.64,3.4,1.18,-21209,41.26,2.09,7.94,1.08,0.39,1850000
2457,飛宏,201403  ,0.02,0.1,0.32,14.1,-0.45,0.96,0.21,1.41,96.93,0.68,14.55,-6.55,21.65,-0.95,10,-0.04,0.1,6.45,-329.03,-54.54,-83.98,-83.98,-53.14,14.64,-0.1,-0.28,152.7,95.47,54.37,45.63,83.92,170.38,-0.45,0.96,2116293,65.18,5.54,1.04,-77654,50.38,1.86,2.77,0.95,0.46,5695700
2458,義隆,201403  ,0.78,3.82,3.73,45.9,18.1,21.09,17.31,2.99,164.88,16.91,27.84,29.63,19.42,1.21,4.1,0.74,0.88,-8.62,-25.12,-20.28,-21.51,-21.51,-22.76,3.32,3.98,-0.93,471.91,184.54,79.34,20.66,26.04,1129.24,7.1,8.27,6173165,29.29,5.79,0.7,-69311,108.44,0.88,9.5,3.21,3.34,25498091
2430,燦坤,201403  ,1.06,3.17,3.17,17.24,2.71,2.86,2.31,0.15,118.62,2.31,14.53,-16.35,28.2,-4.57,40.48,1.1,1.16,4.16,-22.78,-20.82,-23.61,-23.61,-24.12,-2.78,9.38,-0.42,133.81,59.64,49.54,50.46,101.84,187.64,10.95,11.56,1584074,71.63,56.64,2.55,-68099,0.75,5.49,9.61,1.44,0.26,6815744
2431,聯昌,201403  ,0.16,1.15,1.15,11.23,0.55,2.34,2.09,1.8,105.14,2.08,10.68,-14.16,13.94,-1.47,7.64,0.04,0.18,51.1,122,1086.98,535.1,780.27,763.69,15.26,9.67,0.55,174.15,107.41,56.59,43.41,76.7,467.6,0.42,1.79,853470,98.64,5.01,1.27,8436,44.35,2.2,9.87,1.66,0.9,2573506
2433,互盛電,201403  ,0.47,1.62,1.8,45.94,17.46,15.42,12.69,-2.04,161.33,14.08,28.48,10.09,27.55,1.26,3.71,0.65,0.57,14.66,17.37,-54.79,-59.21,-59.21,17.45,1.27,6.11,-1.12,115.74,105.56,66.1,33.9,51.29,192.45,6.49,5.73,284125,12.98,5.08,0.34,-78619,53.33,0.51,0.98,1.86,3.59,7398195
2460,建通,201403  ,-0.15,-0.87,-0.87,6.17,-4.37,-4.01,-2.95,0.36,58.5,-2.97,10.54,10.07,16.88,1.16,4.97,-0.22,-0.2,-5.29,-496.01,-670.85,-369.92,-369.92,-202.39,-9.08,0.46,-0.37,195.08,132.22,49.07,50.93,103.78,210.39,-2.17,-1.99,1876362,65.55,2.77,0.58,102148,149.77,1.17,1.9,0.74,0.54,2144975
2493,揚博,201403  ,0.79,4.22,3.71,30.87,15.54,20.39,17.02,4.85,201.36,14.99,15.33,7.64,19,0.59,4.62,0.72,0.94,-4.86,0.92,9.98,10.63,10.63,1.54,2.14,-1.39,0.28,282.72,212.17,69.16,30.84,44.6,443.67,7.17,9.41,1611467,69.59,2.4,0.71,-663,205.81,0.99,4.29,1.38,1.38,3003971
2461,光群雷,201403  ,0.19,1.57,1.55,24.44,5.16,6.39,5.23,1.23,118.68,5.15,20.59,-0.61,17.77,-0.06,6.29,0.32,0.39,-5.04,-43.07,-49.44,-53.34,-53.34,-53.58,0.13,13.18,-1.08,209.81,165.19,58.54,41.46,70.82,279.23,3.01,3.73,1819296,64.28,2.55,0.7,22379,162.6,1.2,2.74,1.01,0.72,2896278
2464,盟立,201403  ,0.46,2.57,2.57,15.81,5.54,6.34,5.46,0.79,154.05,5.46,10.26,8.92,18.04,1.09,8.37,0.46,0.53,-1.16,-32.31,-24.4,-27.69,-27.69,-32.99,6.25,5.45,-0.57,194.66,63.08,56.74,43.26,76.23,267.53,4.64,5.3,2112827,69,9.14,1.05,26505,66.67,1.88,5,1.77,0.89,5842176
2497,怡利電,201403  ,1.19,7.3,7.3,33.18,18.19,19.55,14.89,1.36,221.29,14.89,14.99,19.4,16.95,1.35,8.02,1.46,1.57,70.79,419.43,290.64,268.37,268.37,263.82,26.87,23.29,3.71,238.56,162.2,68.69,31.31,45.58,257.78,14.58,15.67,1141905,58.48,6.57,1.32,8022,76.43,1.96,4.93,4.24,2.32,8529696
2465,麗臺,201403  ,-0.29,-4.52,-4.46,14.96,-5.98,-6.01,-6.02,-0.03,71.46,-5.93,20.94,-10.18,6.48,-0.73,5.03,-0.3,-0.3,26.64,11.03,10.42,10.42,10.42,11.23,6.96,-11.56,0.36,122.52,56.99,47.41,52.59,110.93,179.81,-3.01,-3.02,174078,90.57,11.47,1.48,1186,84.82,3.01,5.5,2.16,0.71,1500436
2467,志聖,201403  ,0.33,1.76,2.22,35.05,8.41,7.71,6.02,-0.7,131.54,7.58,26.65,1.79,18.38,0.26,5.38,0.45,0.41,41.1,330.11,-48.23,-48.79,-48.79,220.12,18.24,5.21,-0.94,172.87,120.41,51.18,48.82,95.38,401.92,4.52,4.15,1707553,98.72,1.89,0.6,289340,267.82,1.17,4.26,1.47,1.16,4294025
2468,華經,201403  ,0.11,0.73,0.99,11.06,1.59,2.37,1.94,0.77,116.84,2.63,9.47,15.72,15.51,1.04,5.82,0.09,0.14,30.01,168.41,2686.42,6494.17,6494.17,1577.41,-4.66,2.96,0.45,228.23,160.2,69.68,30.32,43.52,396.75,0.93,1.38,596070,52.92,4.03,1.03,-74,94.56,1.51,5.96,1.09,0.76,1178843
2472,立隆電,201403  ,0.71,2.65,2.58,21.97,9.61,10.63,8.02,1.02,177.75,7.81,12.36,3.8,19.12,0.61,8.85,0.85,0.94,10.81,141.47,5.64,13.34,13.34,12.86,8.84,9.24,0.18,164.22,119.89,56.4,43.6,77.32,169.8,8.5,9.4,1595383,67.85,2.82,0.75,-219712,167.54,1.32,1.94,1.75,0.88,5155156
2474,可成,201403  ,3.97,3.94,3.81,41.32,30.8,37.05,28.68,6.25,392.96,27.71,10.51,14.72,103.44,5.26,13.52,4.16,5.14,12.82,9.49,-17.01,-23.92,-23.92,-26.63,-5.05,16.06,-0.72,238.74,218.96,74.32,25.68,34.55,219.75,42.65,51.3,37194897,25.08,2.52,0.4,-70508,137.55,0.55,1.18,2.13,3.73,165741471
2476,鉅祥,201403  ,0.37,1.85,1.85,27.77,10.74,13.27,9.42,2.53,162.8,9.4,17.06,22.61,20.56,0.84,6.26,0.67,0.61,17.03,188.1,68.72,82.64,82.64,89.73,3.88,2.54,0.7,552.59,291.93,79.59,20.41,25.65,333.75,4.96,6.12,4127405,29.25,4.33,0.62,105123,115.5,0.79,2.59,1.2,1.27,6034309
2477,美隆電,201403  ,-0.04,-0.08,-0.08,11.29,-4.13,-0.53,-0.45,3.6,73.21,-0.45,15.42,35.39,17.38,1.84,3.31,-0.14,-0.02,-6.31,-225.4,-158,-165.08,-165.08,-148.45,28.36,39.5,-0.07,327.05,197.22,73.38,26.62,36.28,384.53,-1.37,-0.18,2814710,31.44,4.42,0.48,114407,93.7,0.67,2.35,1.18,0.76,4907648
2478,大毅,201403  ,0.17,0.9,0.75,12.63,1.56,6.13,4.8,4.57,114.06,4.02,11.07,14.02,19.44,0.99,3.54,0.06,0.22,6.65,28.56,98.28,99.67,99.67,58.28,-3.79,2.5,0.37,206.1,127.89,71.24,28.76,40.38,159.55,0.56,2.22,1859459,47.43,2.96,0.53,480565,192.94,0.75,1.16,0.92,1.14,4412901
2486,一詮,201403  ,0.25,1.2,0.29,9.54,0.68,3.66,3.13,2.97,107.7,0.77,8.86,4.96,20.34,0.56,7.65,0.05,0.28,4.47,149.06,19.67,16.31,16.31,547.6,13.34,7.05,0.01,266.34,229.81,43.34,56.66,130.72,211.44,0.52,2.8,3803405,71.87,2.42,0.67,-1162264,109.89,1.53,1.86,1.23,0.76,5113350
2488,漢平,201403  ,0.52,2.49,2.19,23.63,9.71,11.2,9.55,1.48,169.75,8.42,13.92,13.91,21.03,1.21,5.45,0.53,0.61,16.39,72.15,23.13,31.07,31.07,27.47,23.15,17.21,0.41,270.87,218.14,65.94,34.06,51.66,370.92,5.29,6.1,1191049,29.65,6.04,0.68,-1075,73.16,1.04,3.78,1.78,1.23,2995963
