證券代碼,簡稱,年月,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼
1313,聯成,201103  ,M1300,M1300,13A,13A7
1337,再生-KY,201103  ,M1300,M1300,13B,13B
1338,廣華-KY,201103  ,M1300,M1300,15D,15D
1314,中石化,201103  ,M1300,M1300,13A,13A5
1315,達新,201103  ,M1300,M1300,13A,13A8
1316,上曜,201103  ,M1300,M1300,13A,13A6
1339,昭輝,201103  ,M1300,M1300,15D,15D
1319,東陽,201103  ,M1300,M1300,15D,15D
1413,宏洲,201103  ,M1400,M1400,14A,14A2
1414,東和,201103  ,M1400,M1400,14B,14B1
1402,遠東新,201103  ,M1400,M1400,14A,14A1
1409,新纖,201103  ,M1400,M1400,14A,14A1
1416,廣豐,201103  ,M1400,M1400,14B,14B1
1417,嘉裕,201103  ,M1400,M1400,14C,14C1
1418,東華,201103  ,M1400,M1400,14B,14B2
1435,中福,201103  ,M2300,M2329,23E,23E1
1419,新紡,201103  ,N.A.,N.A.,N.A.,N.A.
1423,利華,201103  ,M1400,M1400,14D,14D2
1440,南紡,201103  ,M1400,M1400,14A,14A1
1441,大東,201103  ,M1400,M1400,14B,14B1
1442,名軒,201103  ,N.A.,N.A.,N.A.,N.A.
1443,立益,201103  ,M1400,M1400,14B,14B1
1444,力麗,201103  ,M1400,M1400,14A,14A2
1445,大宇,201103  ,M1400,M1400,14C,14C2
1471,首利,201103  ,M2300,M2328,23D,23D3
1472,三洋紡,201103  ,M1400,M1400,14A,14A7
1473,台南,201103  ,M1400,M1400,14C,14C1
1474,弘裕,201103  ,M1400,M1400,14C,14C2
1446,宏和,201103  ,M1400,M1400,14C,14C2
1447,力鵬,201103  ,M1400,M1400,14A,14A7
1449,佳和,201103  ,M1400,M1400,14C,14C2
1451,年興,201103  ,M1400,M1400,14C,14C1
1452,宏益,201103  ,M1400,M1400,14A,14A2
1453,大將,201103  ,M1400,M1400,14B,14B1
1454,台富,201103  ,M1400,M1400,14C,14C2
1455,集盛,201103  ,M1400,M1400,14A,14A7
1456,怡華,201103  ,M1400,M1400,14C,14C2
1457,宜進,201103  ,M1400,M1400,14A,14A2
1459,聯發,201103  ,N.A.,N.A.,N.A.,N.A.
1460,宏遠,201103  ,M1400,M1400,14C,14C2
1470,大統新創,201103  ,M1400,M1400,14E,14E
1463,強盛,201103  ,M1400,M1400,14E,14E
1464,得力,201103  ,M1400,M1400,14C,14C2
1465,偉全,201103  ,M1400,M1400,14C,14C2
1466,聚隆,201103  ,M1400,M1400,14A,14A7
1467,南緯,201103  ,M1400,M1400,14C,14C1
1468,昶和,201103  ,M1400,M1400,14C,14C2
1477,聚陽,201103  ,M1400,M1400,14C,14C1
1475,業旺,201103  ,M1400,M1400,14C,14C2
1476,儒鴻,201103  ,M1400,M1400,14C,14C1
1533,車王電,201103  ,M1500,M1500,15D,15D
1537,廣隆,201103  ,M1500,M1500,15Z,15Z
1538,正峰,201103  ,M1500,M1500,15A,15A1
1503,士電,201103  ,M1500,M1500,15B,15B1
1504,東元,201103  ,M1500,M1500,15B,15B1
1506,正道,201103  ,M1500,M1500,15D,15D
1535,中宇,201103  ,M1500,M1500,15B,15B2
1536,和大,201103  ,M1500,M1500,15D,15D
1507,永大,201103  ,M1500,M1500,15B,15B1
1512,瑞利,201103  ,M1500,M1500,15D,15D
1513,中興電,201103  ,M1500,M1500,15B,15B1
1514,亞力,201103  ,M1500,M1500,15B,15B1
1515,力山,201103  ,M1500,M1500,15A,15A1
1516,川飛,201103  ,M1500,M1500,99Z,99ZC
1517,利奇,201103  ,M1500,M1500,15E,15E
1519,華城,201103  ,M1500,M1500,15B,15B1
1521,大億,201103  ,M1500,M1500,15D,15D
1522,堤維西,201103  ,M1500,M1500,15D,15D
1524,耿鼎,201103  ,M1500,M1500,15D,15D
1525,江申,201103  ,M1500,M1500,15D,15D
1527,鑽全,201103  ,M1500,M1500,15A,15A1
1528,恩德,201103  ,M1500,M1500,15A,15A1
1529,樂士,201103  ,M1500,M1500,15B,15B1
1530,亞崴,201103  ,M1500,M1500,15A,15A1
1531,高林股,201103  ,M1500,M1500,15A,15A3
1532,勤美,201103  ,M2000,M2000,20A,20A2
1526,日馳,201103  ,M1500,M1500,15E,15E
1539,巨庭,201103  ,M1500,M1500,15A,15A1
1708,東鹼,201103  ,M1700,M1721,17Z,17Z
1540,喬福,201103  ,M1500,M1500,15A,15A1
1541,錩泰,201103  ,N.A.,N.A.,N.A.,N.A.
1558,伸興,201103  ,M1500,M1500,15A,15A3
1560,中砂,201103  ,M1500,M1500,15A,15A2
1612,宏泰,201103  ,M1600,M1600,16,16
1614,三洋電,201103  ,M1600,M1600,15C,15C1
1707,葡萄王,201103  ,M1700,M1722,17C,17C2
1589,永冠-KY,201103  ,M1500,M1500,15A,15A2
1709,和益,201103  ,M1700,M1721,17E,17E1
1721,三晃,201103  ,M1700,M1721,17F,17F
1722,台肥,201103  ,M1700,M1721,17C,17C3
1710,東聯,201103  ,M1700,M1721,13A,13A5
1711,永光,201103  ,M1700,M1721,17B,17B
1712,興農,201103  ,M1700,M1721,17C,17C3
1713,國化,201103  ,M1700,M1721,17B,17B
1582,信錦,201103  ,M2300,M2328,23D,23D4
1583,程泰,201103  ,M1500,M1500,15A,15A1
1720,生達,201103  ,M1700,M1722,17C,17C1
1590,亞德客-KY,201103  ,M1500,M1500,15A,15A2
1597,直得,201103  ,M1500,M1500,15A,15A2
1603,華電,201103  ,M1600,M1600,16,16
1604,聲寶,201103  ,M2300,M2325,15C,15C1
1605,華新,201103  ,M1600,M1600,16,16
1608,華榮,201103  ,M1600,M1600,16,16
1609,大亞,201103  ,M1600,M1600,16,16
1611,中電,201103  ,M1600,M1600,15C,15C4
1714,和桐,201103  ,M1700,M1721,17E,17E1
1717,長興,201103  ,M1700,M1721,17F,17F
1615,大山,201103  ,M1600,M1600,16,16
1616,億泰,201103  ,M1600,M1600,16,16
1617,榮星,201103  ,M1600,M1600,16,16
1618,合機,201103  ,M1600,M1600,16,16
1701,中化,201103  ,M1700,M1722,17C,17C1
1702,南僑,201103  ,M1200,M1200,12B,12B
1718,中纖,201103  ,M1700,M1721,13A,13A5
1726,永記,201103  ,M1700,M1721,17B,17B
1727,中華化,201103  ,M1700,M1721,17Z,17Z
1736,喬山,201103  ,M1700,M1722,17G,17G
1737,臺鹽,201103  ,M1700,M1721,17C,17C2
1723,中碳,201103  ,M1700,M1721,17Z,17Z
1724,台硝,201103  ,M1700,M1721,17Z,17Z
1725,元禎,201103  ,M1700,M1721,17Z,17Z
1730,花仙子,201103  ,M1700,M1721,17E,17E2
1731,美吾華,201103  ,M1700,M1722,17C,17C1
1732,毛寶,201103  ,M1700,M1721,17E,17E2
1802,台玻,201103  ,M1800,M1800,18,18
1805,寶徠,201103  ,M1800,M1800,25A,25A
1810,和成,201103  ,M1800,M1800,18,18
1905,華紙,201103  ,M1900,M1900,19B,19B
1733,五鼎,201103  ,M1700,M1722,17G,17G
1734,杏輝,201103  ,M1700,M1722,17C,17C1
1735,日勝化,201103  ,M1700,M1721,17F,17F
1906,寶隆,201103  ,M1900,M1900,19A,19A
1907,永豐餘,201103  ,M1900,M1900,19A,19A
1762,中化生,201103  ,M1700,M1722,17C,17C1
1773,勝一,201103  ,M1700,M1721,17Z,17Z
1909,榮成,201103  ,M1900,M1900,19A,19A
2002,中鋼,201103  ,M2000,M2000,20A,20A3
2006,東和鋼鐵,201103  ,M2000,M2000,20A,20A2
1786,科妍,201103  ,M1700,M1722,17G,17G
1789,神隆,201103  ,M1700,M1722,17C,17C1
1795,美時,201103  ,M1700,M1722,17C,17C1
2014,中鴻,201103  ,M2000,M2000,20A,20A3
2015,豐興,201103  ,M2000,M2000,20A,20A2
2017,官田鋼,201103  ,M2000,M2000,20A,20A1
2010,春源,201103  ,M2000,M2000,20A,20A3
2012,春雨,201103  ,M2000,M2000,20A,20A1
1806,冠軍,201103  ,M1800,M1800,18,18
1808,潤隆,201103  ,M2500,M2500,25A,25A
1809,中釉,201103  ,M1800,M1800,18,18
2013,中鋼構,201103  ,M2000,M2000,20A,20A2
2027,大成鋼,201103  ,M2000,M2000,20A,20A6
1904,正隆,201103  ,M1900,M1900,19A,19A
2007,燁興,201103  ,M2000,M2000,20A,20A1
2008,高興昌,201103  ,M2000,M2000,20A,20A3
2009,第一銅,201103  ,M2000,M2000,20A,20A4
2020,美亞,201103  ,M2000,M2000,20A,20A7
2022,聚亨,201103  ,M2000,M2000,20A,20A1
2023,燁輝,201103  ,M2000,M2000,20A,20A3
2024,志聯,201103  ,M2000,M2000,20A,20A1
2025,千興,201103  ,M2000,M2000,20A,20A6
1903,士紙,201103  ,M1900,M1900,19A,19A
2028,威致,201103  ,M2000,M2000,20A,20A2
2029,盛餘,201103  ,M2000,M2000,20A,20A3
2033,佳大,201103  ,M2000,M2000,20A,20A1
2034,允強,201103  ,M2000,M2000,20A,20A7
2038,海光,201103  ,M2000,M2000,20A,20A2
2030,彰源,201103  ,M2000,M2000,20A,20A7
2031,新光鋼,201103  ,M2000,M2000,20A,20A3
2032,新鋼,201103  ,M2000,M2000,20A,20A6
2049,上銀,201103  ,M1500,M1500,15A,15A2
2059,川湖,201103  ,M2300,M2328,20B,20B
2208,台船,201103  ,M2600,M2600,22B,22B1
2108,南帝,201103  ,M2100,M2100,21C,21C
2109,華豐,201103  ,M2100,M2100,21A,21A
2114,鑫永銓,201103  ,M2100,M2100,21B,21B1
2201,裕隆,201103  ,M2200,M2200,22A,22A
2204,中華,201103  ,M2200,M2200,22A,22A
2206,三陽工業,201103  ,M2200,M2200,22A,22A
2207,和泰車,201103  ,M2200,M2200,22X,22X
2227,裕日車,201103  ,M2200,M2200,22X,22X
2231,為升,201103  ,M1500,M1500,15D,15D
2233,宇隆,201103  ,M1500,M1500,15D,15D
2104,國際中橡,201103  ,M2100,M2100,21C,21C
2301,光寶科,201103  ,M2300,M2325,23C,23C3
2302,麗正,201103  ,M2300,M2324,23D,23D1
2303,聯電,201103  ,M2300,M2324,23G,23G1A
2062,橋椿,201103  ,M9900,M9900,99B,99B
2101,南港,201103  ,M2100,M2100,21A,21A
2102,泰豐,201103  ,M2100,M2100,21A,21A
2103,台橡,201103  ,M2100,M2100,21C,21C
2313,華通,201103  ,M2300,M2328,23B,23B2D
2105,正新,201103  ,M2100,M2100,21A,21A
2106,建大,201103  ,M2100,M2100,21A,21A
2107,厚生,201103  ,M2100,M2100,21B,21B2
2314,台揚,201103  ,M2300,M2327,23K,23K2
2321,東訊,201103  ,M2300,M2327,23E,23E1
2323,中環,201103  ,M2300,M2326,23C,23C4A
2324,仁寶,201103  ,M2300,M2325,23A,23A2
2312,金寶,201103  ,M2300,M2331,23E,23E1
2305,全友,201103  ,M2300,M2325,23C,23C2
2308,台達電,201103  ,M2300,M2328,23D,23D3
2331,精英,201103  ,M2300,M2325,23B,23B1
2329,華泰,201103  ,M2300,M2324,23G,23G2
2330,台積電,201103  ,M2300,M2324,23G,23G1A
2347,聯強,201103  ,M2300,M2329,23T,23T1
2344,華邦電,201103  ,M2300,M2324,23G,23G1B
2345,智邦,201103  ,M2300,M2327,23E,23E2
2359,所羅門,201103  ,M2300,M2329,23T,23T2
2367,燿華,201103  ,M2300,M2328,23B,23B2D
2328,廣宇,201103  ,M2300,M2328,23D,23D2
2348,海悅,201103  ,M2300,M2329,23G,23G3B
2360,致茂,201103  ,M2300,M2331,23H,23H2
2349,錸德,201103  ,M2300,M2326,23C,23C4A
2351,順德,201103  ,M2300,M2324,23G,23G4
2352,佳世達,201103  ,M2300,M2325,23C,23C1
2332,友訊,201103  ,M2300,M2327,23E,23E2
2316,楠梓電,201103  ,M2300,M2328,23B,23B2D
2317,鴻海,201103  ,M2300,M2331,23A,23A1
2353,宏碁,201103  ,M2300,M2325,23A,23A3
2354,鴻準,201103  ,M2300,M2331,23D,23D4
2355,敬鵬,201103  ,M2300,M2328,23B,23B2D
2337,旺宏,201103  ,M2300,M2324,23G,23G1B
2338,光罩,201103  ,M2300,M2324,23G,23G6
2357,華碩,201103  ,M2300,M2325,23A,23A3
2358,廷鑫,201103  ,N.A.,N.A.,N.A.,N.A.
2356,英業達,201103  ,M2300,M2325,23A,23A2
2340,光磊,201103  ,M2300,M2326,23C,23C6B
2342,茂矽,201103  ,M2300,M2324,23G,23G1A
2364,倫飛,201103  ,M2300,M2325,23A,23A2
2365,昆盈,201103  ,M2300,M2325,23C,23C3
2327,國巨,201103  ,M2300,M2328,23D,23D5
2368,金像電,201103  ,M2300,M2328,23B,23B2D
2363,矽統,201103  ,M2300,M2324,23G,23G5
2369,菱生,201103  ,M2300,M2324,23G,23G2
2371,大同,201103  ,M2300,M2331,15B,15B1
2376,技嘉,201103  ,M2300,M2325,23B,23B1
2362,藍天,201103  ,M2300,M2325,23A,23A2
2377,微星,201103  ,M2300,M2325,23B,23B1
2379,瑞昱,201103  ,M2300,M2324,23G,23G5
2380,虹光,201103  ,M2300,M2325,23C,23C2
2382,廣達,201103  ,M2300,M2325,23A,23A2
2404,漢唐,201103  ,M2300,M2331,23H,23H1
2373,震旦行,201103  ,M2300,M2331,23T,23T1
2374,佳能,201103  ,M2300,M2326,23U,23U1
2375,凱美,201103  ,M2300,M2328,23D,23D5
2409,友達,201103  ,M2300,M2326,23C,23C8A
2412,中華電,201103  ,M2300,M2327,23K,23K3
2413,環科,201103  ,M2300,M2328,23D,23D3
2387,精元,201103  ,M2300,M2325,23C,23C3
2388,威盛,201103  ,M2300,M2324,23G,23G5
2390,云辰,201103  ,M2300,M2331,23C,23C9
2392,正崴,201103  ,M2300,M2328,23D,23D2
2393,億光,201103  ,M2300,M2326,23C,23C6C
2395,研華,201103  ,M2300,M2325,23B,23B5B
2401,凌陽,201103  ,M2300,M2324,23G,23G5
2402,毅嘉,201103  ,M2300,M2327,23B,23B2C
2419,仲琦,201103  ,M2300,M2327,23E,23E1
2405,浩鑫,201103  ,M2300,M2325,23B,23B1
2406,國碩,201103  ,M2300,M2326,23C,23C4A
2408,南亞科,201103  ,N.A.,N.A.,N.A.,N.A.
2420,新巨,201103  ,M2300,M2328,23D,23D3
2421,建準,201103  ,M2300,M2328,23D,23D9B
2414,精技,201103  ,M2300,M2329,23T,23T1
2415,錩新,201103  ,M2300,M2328,23U,23U2
2417,圓剛,201103  ,M2300,M2325,23B,23B4B
2383,台光電,201103  ,M2300,M2328,23B,23B3A
2385,群光,201103  ,M2300,M2325,23C,23C3
2438,翔耀,201103  ,M2300,M2325,23D,23D4
2454,聯發科,201103  ,M2300,M2324,23G,23G5
2455,全新,201103  ,M2300,M2327,23G,23G3A
2439,美律,201103  ,M2300,M2327,23U,23U2
2440,太空梭,201103  ,M2300,M2328,23D,23D2
2441,超豐,201103  ,M2300,M2324,23G,23G2
2442,新美齊,201103  ,M2300,M2325,23C,23C1
2443,億麗,201103  ,M2300,M2326,23C,23C4A
2423,固緯,201103  ,M2300,M2331,23H,23H2
2424,隴華,201103  ,M2300,M2325,23B,23B4A
2425,承啟,201103  ,M2300,M2324,23G,23G3B
2426,鼎元,201103  ,M2300,M2326,23C,23C6B
2444,兆勁,201103  ,M2300,M2327,23E,23E1
2453,凌群,201103  ,M2300,M2330,23X,23X1
2427,三商電,201103  ,M2300,M2330,23X,23X1
2428,興勤,201103  ,M2300,M2328,23D,23D5
2429,銘旺科,201103  ,M2300,M2328,23B,23B2D
2430,燦坤,201103  ,M2300,M2329,23T,23T1
2431,聯昌,201103  ,M2300,M2328,23D,23D3
2397,友通,201103  ,M2300,M2325,23B,23B5B
2399,映泰,201103  ,M2300,M2325,23B,23B1
2459,敦吉,201103  ,M2300,M2329,23T,23T2
2460,建通,201103  ,M2300,M2328,23D,23D9A
2461,光群雷,201103  ,M2300,M2331,23C,23CZ2
2433,互盛電,201103  ,M2300,M2331,23T,23T1
2434,統懋,201103  ,M2300,M2324,23D,23D1
2436,偉詮電,201103  ,M2300,M2324,23G,23G5
2462,良得電,201103  ,M2300,M2328,23D,23D2
2464,盟立,201103  ,M2300,M2331,23H,23H1
2449,京元電子,201103  ,M2300,M2324,23G,23G2
2450,神腦,201103  ,M2300,M2327,23T,23T1
2451,創見,201103  ,M2300,M2324,23G,23G3B
2456,奇力新,201103  ,M2300,M2328,23D,23D5
2457,飛宏,201103  ,M2300,M2328,23D,23D3
2458,義隆,201103  ,M2300,M2324,23G,23G5
2483,百容,201103  ,M2300,M2328,23D,23D9A
2465,麗臺,201103  ,M2300,M2325,23B,23B4A
2466,冠西電,201103  ,M2300,M2326,23C,23C6C
2467,志聖,201103  ,M2300,M2328,23H,23H2
2468,華經,201103  ,M2300,M2330,23X,23X1
2471,資通,201103  ,M2300,M2330,23X,23X1
2472,立隆電,201103  ,M2300,M2328,23D,23D5
2474,可成,201103  ,M2300,M2325,23D,23D4
2476,鉅祥,201103  ,M2300,M2328,23D,23D9A
2477,美隆電,201103  ,M2300,M2331,23U,23U2
2484,希華,201103  ,M2300,M2328,23D,23D6
2478,大毅,201103  ,M2300,M2328,23D,23D5
2485,兆赫,201103  ,M2300,M2327,23K,23K2
2481,強茂,201103  ,M2300,M2324,23D,23D1
2482,連宇,201103  ,M2300,M2331,23C,23C3
2488,漢平,201103  ,M2300,M2331,23U,23U2
2489,瑞軒,201103  ,M2300,M2326,23C,23C1
2480,敦陽科,201103  ,M2300,M2330,23X,23X1
2486,一詮,201103  ,M2300,M2326,23D,23D9C
2495,普安,201103  ,M2300,M2331,23C,23C4B
2496,卓越,201103  ,M2300,M2327,23K,23K6
2497,怡利電,201103  ,M2300,M2331,23U,23U2
2498,宏達電,201103  ,M2300,M2327,23K,23K1
2501,國建,201103  ,M2500,M2500,25A,25A
2538,基泰,201103  ,M2500,M2500,25A,25A
2545,皇翔,201103  ,M2500,M2500,25A,25A
2546,根基,201103  ,M2500,M2500,25B,25B
2539,櫻花建,201103  ,M2500,M2500,25A,25A
2540,愛山林,201103  ,M2500,M2500,25A,25A
2528,皇普,201103  ,M2500,M2500,25A,25A
2542,興富發,201103  ,M2500,M2500,25A,25A
2543,皇昌,201103  ,M2500,M2500,25B,25B
2491,吉祥全,201103  ,M2300,M2326,23C,23C4A
2492,華新科,201103  ,M2300,M2328,23D,23D5
2493,揚博,201103  ,M2300,M2328,23H,23H2
2509,全坤建,201103  ,M2500,M2500,25A,25A
2511,太子,201103  ,M2500,M2500,25A,25A
2514,龍邦,201103  ,M9900,M9900,25A,25A
2515,中工,201103  ,M2500,M2500,25B,25B
2516,新建,201103  ,M2500,M2500,25B,25B
2520,冠德,201103  ,M2500,M2500,25A,25A
2524,京城,201103  ,M2500,M2500,25A,25A
2536,宏普,201103  ,M2500,M2500,25A,25A
2527,宏璟,201103  ,M2500,M2500,25A,25A
2537,聯上發,201103  ,M2500,M2500,25A,25A
2547,日勝生,201103  ,M2500,M2500,25A,25A
2548,華固,201103  ,M2500,M2500,25A,25A
2530,華建,201103  ,M2500,M2500,25A,25A
2534,宏盛,201103  ,M2500,M2500,25A,25A
2535,達欣工,201103  ,M2500,M2500,25B,25B
2504,國產,201103  ,M2500,M2500,11B,11B
2505,國揚,201103  ,M2500,M2500,25A,25A
2506,太設,201103  ,M2500,M2500,25A,25A
2597,潤弘,201103  ,M2500,M2500,25C,25C
2601,益航,201103  ,M2600,M2600,26A,26A1
2603,長榮,201103  ,M2600,M2600,26A,26A2
2614,東森,201103  ,M2600,M2600,26A,26A1
2615,萬海,201103  ,M2600,M2600,26A,26A2
2616,山隆,201103  ,M9700,M9700,26C,26C
2636,台驊投控,201103  ,M2600,M2600,26C,26C
2605,新興,201103  ,M2600,M2600,26A,26A1
2606,裕民,201103  ,M2600,M2600,26A,26A1
2607,榮運,201103  ,M2600,M2600,26C,26C
2608,嘉里大榮,201103  ,M2600,M2600,26C,26C
2609,陽明,201103  ,N.A.,N.A.,N.A.,N.A.
2610,華航,201103  ,M2600,M2600,26D,26D
2611,志信,201103  ,M2600,M2600,26C,26C
2612,中航,201103  ,M2600,M2600,26A,26A1
2613,中櫃,201103  ,M2600,M2600,26C,26C
2617,台航,201103  ,M2600,M2600,26A,26A1
2618,長榮航,201103  ,M2600,M2600,26D,26D
2637,慧洋-KY,201103  ,M2600,M2600,26A,26A1
2722,夏都,201103  ,M2700,M2700,27A,27A1
2723,美食-KY,201103  ,M2700,M2700,27A,27A2
2701,萬企,201103  ,M2700,M2700,27A,27A1
2702,華園,201103  ,M2700,M2700,27A,27A1
2704,國賓,201103  ,M2700,M2700,27A,27A1
2705,六福,201103  ,M2700,M2700,27B,27B
2801,彰銀,201103  ,M2800,M2810,28A,28A
2727,王品,201103  ,M2700,M2700,27A,27A2
2816,旺旺保,201103  ,M2800,M2870,28J,28J
2820,華票,201103  ,M2800,M2810,28F,28F
2706,第一店,201103  ,M2700,M2700,27A,27A1
2823,中壽,201103  ,M2800,M2871,28I,28I
2707,晶華,201103  ,M2700,M2700,27A,27A1
2809,京城銀,201103  ,M2800,M2810,28A,28A
2812,台中銀,201103  ,M2800,M2810,28A,28A
2886,兆豐金,201103  ,M2800,M28HO,28L,28L
2852,第一保,201103  ,M2800,M2870,28J,28J
2855,統一證,201103  ,M2800,M3000,30A,30A
2867,三商壽,201103  ,M2800,M2871,28I,28I
2880,華南金,201103  ,M2800,M28HO,28L,28L
2881,富邦金,201103  ,M2800,M28HO,28L,28L
2882,國泰金,201103  ,M2800,M28HO,28L,28L
2887,台新金,201103  ,M2800,M28HO,28L,28L
2888,新光金,201103  ,M2800,M28HO,28L,28L
2832,台產,201103  ,M2800,M2870,28J,28J
2834,臺企銀,201103  ,M2800,M2810,28A,28A
2890,永豐金,201103  ,M2800,M28HO,28L,28L
2836,高雄銀,201103  ,M2800,M2810,28A,28A
2891,中信金,201103  ,M2800,M28HO,28L,28L
2850,新產,201103  ,M2800,M2870,28J,28J
2851,中再保,201103  ,M2800,M2870,28J,28J
2885,元大金,201103  ,M2800,M28HO,28L,28L
2883,開發金,201103  ,M2800,M28HO,28L,28L
2889,國票金,201103  ,M2800,M28HO,28L,28L
2838,聯邦銀,201103  ,M2800,M2810,28A,28A
2841,台開,201103  ,M2500,M2500,25B,25B
2845,遠東銀,201103  ,M2800,M2810,28A,28A
2884,玉山金,201103  ,M2800,M28HO,28L,28L
2897,王道銀行,201103  ,M2800,M2810,28A,28A
2901,欣欣,201103  ,M2900,M2900,29A,29A1
2903,遠百,201103  ,M2900,M2900,29A,29A1
2904,匯僑,201103  ,M9900,M9900,29B,29B
2905,三商,201103  ,M2900,M2900,29A,29A1
2906,高林,201103  ,M2900,M2900,29B,29B
2908,特力,201103  ,M2900,M2900,29B,29B
2910,統領,201103  ,M2900,M2900,29A,29A1
2911,麗嬰房,201103  ,M2900,M2900,29A,29A1
2912,統一超,201103  ,M2900,M2900,29A,29A4
2913,農林,201103  ,N.A.,N.A.,N.A.,N.A.
2892,第一金,201103  ,M2800,M28HO,28L,28L
2915,潤泰全,201103  ,M2900,M2900,29A,29A2
3002,歐格,201103  ,M2300,M2325,23D,23D3
3003,健和興,201103  ,M2300,M2328,15D,15D
3004,豐達科,201103  ,M2000,M2000,15D,15D
3016,嘉晶,201103  ,M2300,M2324,23G,23G3C
3017,奇鋐,201103  ,M2300,M2325,23D,23D9B
3018,同開,201103  ,M2300,M2331,23H,23H1
3019,亞光,201103  ,M2300,M2326,23U,23U1
3006,晶豪科,201103  ,M2300,M2324,23G,23G5
3024,憶聲,201103  ,M2300,M2326,23C,23C1
3008,大立光,201103  ,M2300,M2326,23U,23U1
3025,星通,201103  ,M2300,M2327,23E,23E2
3010,華立,201103  ,M2300,M2329,23T,23T2
3026,禾伸堂,201103  ,M2300,M2328,23D,23D5
3030,德律,201103  ,M2300,M2331,23H,23H2
3011,今皓,201103  ,M2300,M2328,23D,23D2
3013,晟銘電,201103  ,M2300,M2325,23D,23D4
3014,聯陽,201103  ,M2300,M2324,23G,23G5
2849,安泰銀,201103  ,M2800,M2810,28A,28A
3015,全漢,201103  ,M2300,M2328,23D,23D3
3031,佰鴻,201103  ,M2300,M2326,23C,23C6C
3032,偉訓,201103  ,M2300,M2328,23D,23D3
3005,神基,201103  ,M2300,M2325,23D,23D4
3021,鴻名,201103  ,M2300,M2330,23X,23X1
3022,威強電,201103  ,M2300,M2325,23B,23B5B
3023,信邦,201103  ,M2300,M2328,23D,23D2
3033,威健,201103  ,M2300,M2329,23T,23T2
3034,聯詠,201103  ,M2300,M2324,23G,23G5
3035,智原,201103  ,M2300,M2324,23G,23G5
3036,文曄,201103  ,M2300,M2329,23T,23T2
3037,欣興,201103  ,M2300,M2328,23B,23B2D
3038,全台,201103  ,M2300,M2326,23C,23C8D
3057,喬鼎,201103  ,M2300,M2325,23C,23C4B
3058,立德,201103  ,M2300,M2328,23D,23D3
3056,總太,201103  ,M2300,M2324,25A,25A
3040,遠見,201103  ,M2300,M2329,23Z,23Z
3041,揚智,201103  ,M2300,M2324,23G,23G5
3042,晶技,201103  ,M2300,M2328,23D,23D6
3043,科風,201103  ,M2300,M2331,23D,23D3
3044,健鼎,201103  ,M2300,M2328,23B,23B2D
3045,台灣大,201103  ,M2300,M2327,23K,23K3
3059,華晶科,201103  ,M2300,M2326,23U,23U1
3060,銘異,201103  ,M2300,M2325,23C,23C4B
3054,立萬利,201103  ,M2300,M2325,23C,23C3
3062,建漢,201103  ,M2300,M2327,23E,23E2
3055,蔚華科,201103  ,M2300,M2329,23H,23H3
3027,盛達,201103  ,M2300,M2327,23E,23E1
3029,零壹,201103  ,M2300,M2330,23X,23X2
3046,建碁,201103  ,M2300,M2325,23B,23B1
3047,訊舟,201103  ,M2300,M2327,23E,23E2
3048,益登,201103  ,M2300,M2329,23T,23T2
3049,和鑫,201103  ,M2300,M2326,23C,23C8E
3050,鈺德,201103  ,M2300,M2326,23C,23C4A
3028,增你強,201103  ,N.A.,N.A.,N.A.,N.A.
3051,力特,201103  ,M2300,M2326,23C,23C8C
3092,鴻碩,201103  ,M2300,M2328,23D,23D2
3090,日電貿,201103  ,M2300,M2328,23T,23T2
3149,正達,201103  ,M2300,M2326,23C,23C8E
3189,景碩,201103  ,M2300,M2324,23B,23B2A
3209,全科,201103  ,M2300,M2329,23T,23T2
3229,晟鈦,201103  ,M2300,M2328,23B,23B2D
3231,緯創,201103  ,M2300,M2325,23A,23A2
3052,夆典,201103  ,M2300,M2331,25A,25A
3266,昇陽,201103  ,M1700,M1722,25A,25A
3311,閎暉,201103  ,M2300,M2327,23D,23D4
3312,弘憶股,201103  ,M2300,M2329,23T,23T2
3164,景岳,201103  ,M1700,M1722,17C,17C1
3130,一零四,201103  ,M2300,M2330,23K,23K4
3432,台端,201103  ,M2300,M2328,23D,23D2
3094,聯傑,201103  ,M2300,M2324,23G,23G5
3257,虹冠電,201103  ,M2300,M2324,23G,23G5
3515,華擎,201103  ,M2300,M2325,23B,23B1
3305,昇貿,201103  ,M2300,M2331,23B,23B3X
3443,創意,201103  ,M2300,M2324,23G,23G5
3450,聯鈞,201103  ,M2300,M2331,23K,23K6
3501,維熹,201103  ,M2300,M2328,23D,23D2
3356,奇偶,201103  ,M2300,M2330,23C,23C9
3406,玉晶光,201103  ,M2300,M2326,23U,23U1
3416,融程電,201103  ,M2300,M2325,23B,23B5B
3419,譁裕,201103  ,M2300,M2327,23D,23D2
3504,揚明光,201103  ,M2300,M2326,23C,23CZ1
3296,勝德,201103  ,N.A.,N.A.,N.A.,N.A.
3528,安馳,201103  ,M2300,M2329,23T,23T2
3376,新日興,201103  ,M2300,M2328,23D,23D4
3380,明泰,201103  ,N.A.,N.A.,N.A.,N.A.
3383,新世紀,201103  ,M2300,M2326,23C,23C6B
3494,誠研,201103  ,M2300,M2325,23T,23T1
3535,晶彩科,201103  ,M2300,M2326,23H,23H2
